trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,trip_duration,calculated_total_amount,speed,is_top_pickup,is_top_dropoff,is_popular_route,is_peak_month,is_peak_day,is_peak_hour
15.6,1,0,0,45.0,0.5,0.5,0.0,0.0,46.3,0.02,23.3,780.0,1,0,0,0,0,1
8.59,1,0,1,29.5,0.5,0.5,10.97,5.76,47.53,0.8736111111111111,29.75,9.83275039745628,1,1,0,0,1,0
7.1,1,0,1,22.5,0.0,0.5,4.65,0.0,27.95,0.7575,37.3,9.372937293729374,1,0,0,1,1,0
9.3,1,0,1,26.0,0.0,0.5,7.0,5.76,39.56,0.4386111111111111,45.36,21.203293223559214,1,0,0,0,1,0
11.15,1,0,1,35.5,0.0,0.5,8.41,5.76,50.47,0.8088888888888889,49.41,13.78434065934066,1,1,1,1,1,1
12.0,1,0,1,41.5,0.0,0.5,7.7,0.0,50.0,0.5008333333333334,28.56,23.960066555740433,1,0,0,1,0,1
5.62,1,0,1,22.5,1.0,0.5,4.86,0.0,29.16,0.8916666666666667,40.0,6.302803738317757,0,0,0,1,0,0
6.33,1,0,1,21.5,0.0,0.5,4.0,0.0,26.3,0.41583333333333333,31.56,15.22244488977956,1,0,0,1,0,1
11.9,1,0,1,37.5,0.5,0.5,8.0,0.0,46.8,0.5658333333333333,30.95,21.03092783505155,1,1,0,1,1,0
7.66,1,0,1,25.5,0.5,0.5,4.2,0.0,31.0,0.5786111111111111,38.93,13.238598175708114,1,0,0,1,0,1
7.3,1,0,1,31.0,1.0,0.5,4.92,0.0,37.72,0.6097222222222223,36.36,11.97266514806378,0,0,0,1,0,0
7.59,1,0,1,24.5,0.0,0.5,6.32,0.0,31.62,0.33666666666666667,28.56,22.544554455445542,0,0,0,1,1,1
2.44,1,0,0,22.0,0.0,0.5,0.0,0.0,22.8,0.5166666666666667,34.3,4.7225806451612895,1,1,0,0,0,1
9.0,1,0,1,28.0,0.5,0.5,7.0,5.76,42.06,0.775,50.8,11.612903225806452,1,0,0,1,0,0
5.02,1,0,1,22.0,0.0,0.5,5.7,0.0,28.5,0.6869444444444445,63.36,7.307723412858875,0,0,0,1,1,0
12.49,1,0,1,35.0,0.0,0.5,7.16,0.0,42.96,0.5194444444444445,41.16,24.044919786096255,0,1,0,0,0,1
10.62,1,0,1,31.0,0.5,0.5,6.99,2.64,41.93,0.7166666666666667,28.55,14.81860465116279,1,0,0,1,1,1
9.67,1,0,1,31.5,0.5,0.5,6.56,0.0,39.36,0.49,54.06999999999999,19.73469387755102,0,0,0,1,0,1
13.57,5,0,1,44.0,0.0,0.5,8.96,0.0,53.76,0.5605555555555556,30.8,24.20812685827552,1,1,0,1,1,1
5.37,1,0,1,21.5,0.0,0.5,5.58,0.0,27.88,0.7577777777777778,28.55,7.086510263929619,0,0,0,1,1,1
5.5,1,0,1,32.0,0.0,0.5,6.55,0.0,39.35,0.5138888888888888,58.26,10.702702702702704,0,1,0,1,0,1
3.5,1,0,1,23.5,0.0,0.5,3.65,0.0,27.95,0.0033333333333333335,22.3,1050.0,1,0,0,0,0,1
10.4,1,0,1,31.5,0.5,0.5,7.7,5.76,46.26,0.43916666666666665,38.15,23.681214421252374,0,0,0,1,1,0
14.69,1,0,1,41.5,0.5,0.5,12.14,5.76,60.7,0.43,55.56,34.16279069767442,1,0,0,0,0,1
12.2,1,0,1,37.5,1.0,0.5,6.0,5.76,51.06,0.3586111111111111,32.25,34.02013942680093,1,0,0,0,0,0
6.9,1,0,1,33.5,0.0,0.5,6.85,0.0,41.15,0.5841666666666666,49.87,11.811697574893012,0,0,0,1,1,1
4.2,1,0,0,24.5,1.0,0.5,0.0,0.0,26.3,0.009444444444444445,40.3,444.7058823529412,0,0,0,0,0,0
9.22,1,0,1,27.5,0.0,0.5,6.81,5.76,40.87,0.37027777777777776,56.91,24.90022505626407,0,1,0,0,0,1
12.3,1,0,1,38.5,0.0,0.5,8.0,5.76,53.06,0.2638888888888889,41.95,46.61052631578948,1,0,0,0,1,1
13.2,1,0,1,38.5,0.5,0.5,9.9,0.0,49.7,0.5733333333333334,36.1,23.023255813953487,0,0,0,0,0,1
11.11,1,0,1,34.5,0.0,0.5,7.06,0.0,42.36,0.8080555555555555,45.66,13.74905465795806,1,0,0,0,1,1
12.06,1,0,1,33.5,0.0,0.5,8.58,0.0,42.88,1.0500000000000003,42.25,11.485714285714284,0,1,0,1,0,1
11.3,1,0,1,32.0,0.5,0.5,8.0,0.0,41.3,0.41805555555555557,26.8,27.029900332225914,1,0,0,1,0,1
12.0,1,0,1,36.0,0.5,0.5,7.45,0.0,44.75,0.5655555555555556,30.36,21.218074656188605,0,0,0,1,0,1
18.4,1,0,1,51.5,0.0,0.5,5.5,0.0,57.8,0.4102777777777778,59.31999999999999,44.84766418415707,1,0,0,0,1,1
6.76,1,0,1,22.0,0.0,0.5,4.56,0.0,27.36,0.3625,34.56,18.648275862068967,0,1,0,0,0,1
9.95,1,0,1,29.5,0.5,0.5,6.16,0.0,36.96,0.39694444444444443,104.8,25.066480055983202,1,0,0,0,1,1
11.6,1,0,1,32.5,0.5,0.5,7.9,5.76,47.46,0.6561111111111111,51.36,17.679932260795937,0,1,0,0,0,1
7.8,1,0,1,24.5,0.5,0.5,6.45,0.0,32.25,0.3625,30.8,21.517241379310345,1,0,0,0,0,1
11.71,1,0,1,34.0,0.5,0.5,7.06,0.0,42.36,0.3605555555555556,75.3,32.47765793528505,1,0,0,1,1,1
11.05,1,0,1,37.5,0.0,0.5,8.81,5.76,52.87,0.7316666666666667,32.89,15.10250569476082,1,0,0,1,0,1
9.69,1,0,1,29.5,0.0,0.5,9.02,5.76,45.08,0.5136111111111111,27.0,18.8664142779881,0,1,0,0,0,0
3.8,1,0,1,23.0,0.0,0.5,5.9,5.76,35.46,0.6758333333333333,36.3,5.62268803945746,0,0,0,1,1,0
10.0,1,0,1,32.0,0.5,0.5,8.3,0.0,41.6,0.7319444444444444,42.3,13.662239089184062,0,0,0,1,0,1
8.7,1,0,1,36.5,0.0,0.5,8.6,5.76,51.66,0.4519444444444444,30.96,19.25015365703749,1,0,0,1,1,1
8.9,1,0,1,28.0,0.0,0.5,6.91,5.76,41.47,0.4677777777777778,52.56,19.026128266033254,1,0,0,0,1,1
9.57,1,0,1,30.0,0.5,0.5,6.0,0.0,37.3,0.4288888888888889,86.0,22.313471502590676,0,0,0,0,0,1
6.9,1,0,1,22.0,0.0,0.5,3.42,0.0,26.22,0.3786111111111111,5.76,18.22450476889215,0,0,0,1,1,1
11.0,1,0,1,38.0,0.0,0.5,8.9,5.76,53.46,0.30916666666666665,27.95,35.57951482479785,0,1,0,1,0,1
8.5,1,0,1,30.0,0.5,0.5,3.5,0.0,34.8,0.5827777777777777,42.36,14.585319351763586,0,0,0,1,0,1
5.5,1,0,1,23.5,0.5,0.5,6.2,0.0,31.0,0.4311111111111111,30.3,12.757731958762887,0,0,0,1,0,1
8.7,1,0,1,32.0,0.5,0.5,6.65,0.0,39.95,0.9086111111111111,55.26,9.575053500458575,0,0,0,0,0,1
16.2,1,0,1,50.5,0.0,0.5,11.4,5.76,68.46,0.4125,33.349999999999994,39.27272727272727,1,1,0,1,1,0
12.7,1,0,0,40.0,0.0,0.5,0.0,5.76,46.56,0.4575,26.75,27.75956284153005,1,0,0,1,1,0
7.5,1,0,1,21.5,0.5,0.5,5.7,5.76,34.26,0.555,68.15,13.513513513513512,1,0,1,1,1,1
6.3,1,0,1,25.5,0.0,0.5,3.95,0.0,30.25,0.45416666666666666,35.349999999999994,13.871559633027523,1,1,0,0,0,0
10.83,1,0,1,35.5,0.0,0.5,8.41,5.76,50.47,0.6180555555555556,39.95,17.52269662921348,1,1,1,0,1,1
3.87,1,0,1,23.5,1.0,0.5,3.5,0.0,28.8,0.3202777777777778,49.41,12.083261058109281,1,1,0,0,0,0
9.4,1,0,1,30.0,1.0,0.5,7.5,5.76,45.06,0.3055555555555556,47.06,30.763636363636362,1,0,0,0,0,0
3.92,1,0,0,25.5,0.0,0.5,0.0,0.0,26.3,0.5033333333333333,58.24,7.788079470198676,0,0,0,0,0,1
4.6,1,0,1,23.0,1.0,0.5,4.95,0.0,29.75,0.4508333333333333,40.07999999999999,10.203327171903881,0,0,0,1,0,0
8.6,1,0,1,26.5,0.5,0.5,6.7,5.76,40.26,0.5497222222222222,64.87,15.644264780192016,1,0,0,0,1,1
7.0,1,0,1,30.5,1.0,0.5,6.45,0.0,38.75,1.2233333333333334,31.8,5.722070844686648,1,1,0,0,0,0
17.2,3,0,0,73.0,0.0,0.0,0.0,0.0,73.3,0.006944444444444444,37.25,2476.8,1,1,0,1,0,1
6.7,1,0,1,27.0,0.0,0.5,1.39,0.0,29.19,0.41444444444444445,35.55,16.16621983914209,0,0,0,0,0,1
8.4,1,0,1,27.0,0.0,0.5,5.55,0.0,33.35,0.5663888888888889,42.3,14.830799411476214,0,0,0,1,0,0
9.6,1,0,0,30.5,1.0,0.5,0.0,5.76,38.06,0.5461111111111111,33.56,17.578840284842318,0,0,0,0,0,0
0.2,1,0,1,3.0,1.0,0.5,0.95,0.0,5.75,0.5783333333333334,26.76,0.345821325648415,0,0,0,1,0,0
7.64,1,0,0,25.0,0.0,0.5,0.0,5.76,31.56,0.4036111111111111,35.16,18.92911218169305,1,1,0,0,0,1
6.6,1,0,1,31.5,0.0,0.5,4.0,5.76,42.06,0.9847222222222223,31.3,6.7023977433004225,1,0,0,1,0,1
10.55,1,0,1,31.0,0.5,0.5,6.46,0.0,38.76,0.5141666666666667,27.88,20.518638573743925,1,1,0,0,0,1
5.4,1,0,0,25.5,0.0,0.5,0.0,0.0,26.3,0.3461111111111111,55.27,15.601926163723919,0,0,0,0,0,1
11.91,1,0,1,38.0,0.5,0.5,9.01,5.76,54.07,0.5644444444444444,47.46,21.100393700787404,1,0,0,0,1,0
3.5,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.4419444444444444,32.27,7.919547454431176,1,0,0,1,0,1
12.1,1,0,1,50.0,0.0,0.5,8.0,5.76,64.56,0.9016666666666666,31.3,13.419593345656192,1,1,1,1,1,1
6.06,1,0,1,27.5,0.0,0.5,7.08,0.0,35.38,0.6277777777777778,43.56,9.653097345132743,1,0,0,1,0,0
12.35,1,0,1,36.0,0.5,0.5,8.61,5.76,51.67,0.38666666666666666,45.06999999999999,31.939655172413794,0,0,0,0,0,0
7.24,1,0,1,23.5,0.5,0.5,9.17,5.76,39.73,0.2897222222222222,31.22,24.989453499520614,1,0,0,0,0,0
6.4,1,0,1,26.5,0.5,0.5,6.95,0.0,34.75,0.4225,39.45,15.147928994082841,0,0,0,1,1,1
4.7,1,0,1,22.5,0.0,0.5,5.8,0.0,29.1,0.39222222222222225,42.96,11.983002832861189,0,0,0,0,0,1
0.15,1,0,0,3.0,0.0,0.5,0.0,0.0,3.8,0.5033333333333333,4.56,0.2980132450331126,1,1,0,1,0,1
7.24,1,0,1,27.5,0.0,0.5,4.0,0.0,32.3,0.4197222222222222,79.8,17.24950363997353,0,0,0,1,0,1
5.5,1,0,1,23.0,0.5,0.5,4.86,0.0,29.16,0.7086111111111111,27.36,7.761662093296747,0,0,0,1,0,1
12.84,1,0,1,39.5,0.5,0.5,8.16,0.0,48.96,0.4425,41.62,29.016949152542374,1,0,0,1,0,1
5.29,1,0,1,27.0,1.0,0.5,5.76,0.0,34.56,0.7377777777777778,78.75,7.170180722891566,0,0,0,0,0,0
7.18,1,0,1,29.5,0.0,0.5,0.05,0.0,30.35,0.5052777777777778,35.76,14.210005497526112,0,0,0,1,1,1
9.46,1,0,1,29.0,1.0,0.5,7.31,5.76,43.87,0.8991666666666667,34.75,10.520852641334569,1,0,0,0,0,0
7.4,1,0,1,24.0,0.0,0.5,4.95,0.0,29.75,0.4413888888888889,60.67,16.765261170547515,1,0,0,0,0,0
6.76,1,0,1,23.5,0.5,0.5,4.96,0.0,29.76,0.3761111111111111,32.76,17.973412112259968,0,0,0,1,1,1
8.7,1,0,1,30.5,0.5,0.5,6.35,0.0,38.15,0.49722222222222223,28.56,17.497206703910614,0,0,0,0,1,1
5.51,1,0,1,28.0,0.0,0.5,5.76,0.0,34.56,0.3219444444444444,31.0,17.114754098360656,0,1,0,1,0,1
9.72,1,0,1,36.5,1.0,0.5,11.02,5.76,55.08,0.5022222222222222,51.06,19.353982300884958,0,1,0,0,0,0
5.2,1,0,1,21.5,0.0,0.5,1.12,0.0,23.42,0.4897222222222222,37.18,10.618264322178106,0,0,0,1,1,1
19.16,1,0,1,50.5,0.0,0.5,10.26,0.0,61.56,0.6133333333333333,50.76,31.239130434782613,1,0,0,0,1,1
5.23,1,0,1,25.0,0.0,0.5,5.16,0.0,30.96,0.9791666666666666,32.76,5.341276595744682,0,1,0,1,0,1
77.4,1,0,1,200.0,0.0,0.5,78.05,189.5,468.35,0.45055555555555554,33.95,171.78791615289768,1,1,0,0,0,0
9.1,1,0,1,29.5,0.0,0.5,7.2,5.76,43.26,0.7875,52.57999999999999,11.555555555555555,0,0,1,1,0,1
10.81,1,0,1,36.5,0.5,0.5,9.45,0.0,47.25,0.3352777777777778,46.91,32.241922120961064,1,0,0,1,0,1
6.9,1,0,1,25.5,1.0,0.5,2.73,0.0,30.03,0.4572222222222222,75.38,15.09113001215067,1,0,0,1,1,0
6.4,1,0,1,25.0,0.0,0.5,5.16,0.0,30.96,0.5197222222222222,27.36,12.314270443613042,0,0,0,1,0,1
0.1,5,0,0,70.0,0.0,0.0,0.0,0.0,70.3,0.5027777777777778,27.8,0.1988950276243094,0,1,0,1,0,0
4.0,1,1,0,22.5,0.0,0.5,0.0,0.0,23.3,0.54,28.56,7.4074074074074066,1,0,0,0,1,0
13.52,1,0,1,38.0,0.5,0.5,7.86,0.0,47.16,0.49694444444444447,37.87,27.206260480715482,1,0,0,0,0,1
7.7,1,0,1,25.0,0.5,0.5,5.25,0.0,31.55,0.6841666666666667,37.56,11.25456760048721,0,0,0,1,0,1
7.85,1,0,1,27.0,0.0,0.5,6.0,5.76,39.56,0.3638888888888889,31.3,21.572519083969464,1,0,0,1,0,1
5.0,1,0,1,22.0,0.0,0.5,4.56,0.0,27.36,0.4311111111111111,31.55,11.597938144329897,1,1,0,1,0,1
8.0,1,0,1,33.0,0.0,0.5,7.9,5.76,47.46,0.7033333333333334,28.56,11.374407582938389,1,0,0,1,0,1
3.26,1,0,0,24.5,1.0,0.5,0.0,0.0,26.3,0.5058333333333334,28.8,6.44481054365733,0,1,0,0,0,0
15.56,1,0,1,42.5,0.5,0.5,8.76,0.0,52.56,0.9008333333333334,44.15,17.272895467160037,1,0,0,0,1,0
4.59,1,0,1,23.5,0.0,0.5,6.08,0.0,30.38,0.5111111111111111,32.15,8.980434782608697,0,0,0,1,0,0
10.42,1,0,1,40.0,0.0,0.5,9.31,5.76,55.87,0.4388888888888889,35.16,23.741772151898733,1,1,1,0,0,0
3.23,1,0,0,30.0,1.0,0.5,0.0,0.0,31.8,0.38972222222222225,34.84,8.287954383464005,0,0,0,1,0,0
11.56,1,0,1,34.0,0.5,0.5,10.26,5.76,51.32,0.3863888888888889,32.16,29.91804457225018,1,0,0,1,1,1
9.49,1,0,1,29.0,0.5,0.5,7.21,5.76,43.27,0.4572222222222222,33.95,20.75577156743621,1,0,0,0,0,1
8.99,1,0,1,28.5,0.0,0.5,11.0,5.76,46.06,0.5358333333333334,35.16,16.77760497667185,0,1,0,0,1,1
6.5,1,0,1,26.0,0.0,0.5,6.7,0.0,33.5,0.7352777777777778,63.31,8.840196448809973,0,0,0,1,0,1
7.3,1,0,1,25.0,0.5,0.5,5.25,0.0,31.55,0.41444444444444445,37.27,17.613941018766756,0,0,0,0,1,0
0.3,1,0,1,3.0,0.0,0.5,0.95,0.0,4.75,0.5991666666666666,22.8,0.5006954102920723,0,0,0,0,1,1
11.14,1,0,1,38.0,1.0,0.5,9.11,5.76,54.67,0.4513888888888889,58.87,24.679384615384617,1,1,1,1,1,0
5.96,1,0,1,28.0,0.0,0.5,7.2,0.0,36.0,0.5772222222222222,41.15,10.325312800769971,0,0,0,0,1,1
6.92,1,0,1,35.5,1.0,0.5,0.0,0.0,37.3,0.905,43.56,7.6464088397790055,0,0,0,0,0,0
12.3,1,0,1,36.5,0.0,0.5,7.45,0.0,44.75,1.3377777777777777,49.3,9.194352159468439,1,0,0,0,0,1
5.5,1,0,1,24.0,1.0,0.5,6.0,0.0,31.8,0.57,55.26,9.649122807017545,0,1,0,1,0,0
10.99,1,0,1,32.0,1.0,0.5,7.91,5.76,47.47,0.7352777777777778,4.3,14.946732149603324,1,0,0,1,0,0
9.2,1,0,1,35.0,1.0,0.5,10.6,5.76,53.16,0.41083333333333333,29.75,22.393509127789045,1,0,0,1,0,1
5.5,1,0,1,25.0,0.0,0.5,2.58,0.0,28.38,0.5277777777777778,31.55,10.421052631578947,0,1,0,1,1,0
8.4,1,0,1,27.5,0.5,0.5,5.75,0.0,34.55,0.48444444444444446,35.46,17.339449541284402,0,1,0,0,0,1
10.2,1,0,1,36.0,0.0,0.5,8.5,5.76,51.06,0.5408333333333334,38.16,18.859784283513093,0,1,0,0,0,0
13.3,1,0,1,52.5,0.0,0.5,10.65,0.0,63.95,0.5213888888888889,39.95,25.50879062333511,1,1,0,1,0,1
0.15,1,0,1,3.0,0.0,0.5,0.76,0.0,4.56,1.1630555555555555,32.16,0.1289706233580129,0,0,0,0,0,1
10.16,1,0,1,29.5,0.5,0.5,2.08,0.0,32.88,0.6322222222222222,43.27,16.07029876977153,1,0,0,1,1,1
0.3,1,0,1,3.0,0.0,0.5,0.95,0.0,4.75,0.5897222222222223,40.31999999999999,0.5087140838436175,0,0,0,1,0,1
6.11,1,0,1,22.0,0.5,0.5,4.66,0.0,27.96,0.028333333333333332,27.36,215.64705882352942,0,0,0,0,0,1
10.2,1,0,1,38.0,0.5,0.5,9.82,0.0,49.12,0.9769444444444444,43.87,10.44071651976116,0,0,0,0,0,1
7.17,1,0,1,27.0,0.0,0.5,5.56,0.0,33.36,0.4461111111111111,25.3,16.07222914072229,0,0,0,0,0,1
5.55,1,0,1,23.0,0.0,0.5,4.76,0.0,28.56,0.3277777777777778,33.36,16.93220338983051,0,0,0,1,1,0
12.86,1,0,0,38.0,0.0,0.5,0.0,0.0,38.8,0.9922222222222222,38.06,12.96080627099664,1,0,0,0,1,0
4.57,1,0,1,32.5,1.0,0.5,6.86,0.0,41.16,0.6072222222222222,43.8,7.526075022872828,0,1,0,1,0,0
6.88,1,0,1,26.0,0.0,0.5,5.36,0.0,32.16,0.5838888888888889,49.27,11.783063748810656,0,0,0,0,0,1
8.7,1,0,1,37.5,0.0,0.5,6.0,0.0,44.3,0.6469444444444444,80.3,13.447831687419493,1,0,0,1,0,1
5.1,1,0,1,21.5,0.0,0.5,5.55,0.0,27.85,0.5172222222222222,30.36,9.860365198711062,0,1,0,0,1,1
6.81,1,0,0,23.5,0.0,0.5,0.0,0.0,24.3,0.9463888888888888,46.31999999999999,7.19577340769005,0,1,0,1,1,1
7.6,1,0,1,25.5,0.0,0.5,5.25,0.0,31.55,0.6433333333333333,50.13,11.813471502590673,0,0,0,1,1,0
4.4,1,0,1,23.5,0.0,0.5,4.85,0.0,29.15,0.9738888888888889,27.3,4.517969195664575,1,0,0,1,0,1
4.6,1,0,1,21.5,0.0,0.5,5.55,0.0,27.85,0.3363888888888889,50.16,13.674649050371592,1,0,0,1,0,0
5.3,1,0,1,23.0,0.5,0.5,3.64,0.0,27.94,0.6136111111111111,27.36,8.63739248528746,1,0,0,1,0,1
9.6,1,0,1,28.0,0.5,0.5,5.86,0.0,35.16,0.36694444444444446,30.96,26.161998485995454,1,0,0,1,0,0
8.93,1,0,1,25.5,1.0,0.5,4.96,5.76,38.02,0.6661111111111111,42.56,13.406171809841535,1,0,0,0,0,0
8.44,1,0,1,25.5,0.0,0.5,6.41,5.76,38.47,0.8605555555555555,73.8,9.807617817947062,1,1,0,0,0,1
0.35,1,0,1,3.0,0.0,0.5,0.76,0.0,4.56,0.9488888888888889,37.8,0.3688524590163934,0,0,0,0,1,1
6.0,1,0,1,21.5,0.5,0.5,4.55,0.0,27.35,0.4961111111111111,46.56,12.094064949608063,0,0,0,1,0,0
9.0,1,0,1,37.0,0.0,0.5,8.7,5.76,52.26,0.6994444444444444,32.56,12.867355043685466,1,0,0,1,0,0
8.9,1,0,1,34.0,1.0,0.5,7.15,0.0,42.95,0.4388888888888889,27.2,20.27848101265823,1,0,0,1,0,0
10.56,1,0,1,38.0,0.0,0.5,8.91,5.76,53.47,0.8016666666666666,38.42999999999999,13.172557172557173,1,0,0,1,0,1
11.35,1,0,1,37.5,0.0,0.5,11.02,5.76,55.08,0.3686111111111111,27.95,30.791258477769404,1,1,0,0,1,1
9.54,1,0,1,33.0,0.0,0.5,7.91,5.76,47.47,1.3008333333333333,39.3,7.333760409993594,1,1,0,0,1,1
3.5,1,0,1,23.0,1.0,0.5,4.95,0.0,29.75,0.6066666666666667,50.46999999999999,5.769230769230769,1,0,0,0,0,0
11.66,1,0,1,39.5,0.0,0.5,8.06,0.0,48.36,0.30277777777777776,30.35,38.51009174311927,1,0,0,1,0,1
5.7,1,0,1,27.5,0.5,0.5,8.64,0.0,37.44,0.7497222222222222,52.57999999999999,7.602815857725084,0,0,0,1,1,1
6.3,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.7241666666666666,40.6,8.699654775604143,0,1,0,1,0,1
11.0,1,0,1,35.0,0.0,0.5,4.0,5.76,45.56,0.32416666666666666,33.67,33.933161953727506,1,1,1,1,1,1
9.5,1,0,1,33.0,1.0,0.5,5.22,0.0,40.02,0.016944444444444446,39.35,560.655737704918,1,1,1,0,0,0
12.24,1,0,0,37.5,0.0,0.5,0.0,0.0,38.3,0.5025,30.8,24.358208955223883,0,1,0,1,1,1
11.06,1,0,0,37.0,0.0,0.5,0.0,0.0,37.8,0.48055555555555557,52.85999999999999,23.015028901734105,0,0,0,0,0,1
6.12,1,0,1,21.5,0.0,0.5,5.58,0.0,27.88,0.4772222222222222,52.27,12.824214202561118,1,0,0,0,0,1
9.45,1,0,1,28.5,0.0,0.5,7.01,5.76,42.07,0.5305555555555556,58.01,17.811518324607327,0,1,0,1,0,1
8.7,1,0,1,30.5,0.0,0.5,6.25,0.0,37.55,0.6211111111111111,47.16,14.007155635062611,0,0,0,1,1,1
6.87,1,0,1,25.0,1.0,0.5,5.36,0.0,32.16,0.5730555555555555,30.95,11.988366456616578,0,0,0,1,0,0
8.98,1,0,1,26.0,1.0,0.5,6.71,5.76,40.27,0.5672222222222222,33.5,15.831537708129288,1,0,0,0,0,0
8.23,1,0,1,24.5,0.0,0.5,6.21,5.76,37.27,0.6736111111111112,60.51,12.217731958762887,1,0,0,1,1,1
12.5,1,0,1,39.5,0.0,0.5,9.2,5.76,55.26,0.5336111111111111,40.7,23.42529932326913,1,0,1,1,1,1
10.9,1,0,1,32.0,0.5,0.5,8.3,0.0,41.6,0.7405555555555555,42.06999999999999,14.718679669917481,0,0,0,1,1,1
15.21,1,0,1,54.5,0.0,0.5,10.0,0.0,65.3,0.0008333333333333334,32.8,18252.0,0,0,0,1,0,0
35.26,5,0,1,143.0,0.0,0.0,29.81,5.76,178.87,0.4538888888888889,30.3,77.68421052631578,1,1,0,0,1,1
4.46,1,0,1,22.0,0.0,0.5,4.56,0.0,27.36,0.44666666666666666,31.6,9.985074626865671,0,0,0,0,0,1
7.3,1,0,1,31.0,0.5,0.5,6.45,0.0,38.75,0.33416666666666667,46.95,21.845386533665835,0,0,0,0,0,0
9.27,1,0,1,36.0,0.0,0.5,10.64,5.76,53.2,0.5972222222222222,36.36,15.521860465116278,0,1,0,1,0,1
16.0,1,0,1,46.0,0.0,0.5,9.35,0.0,56.15,0.7044444444444444,44.3,22.71293375394322,1,0,0,1,1,1
15.55,1,0,1,53.0,0.0,0.5,11.91,5.76,71.47,0.7355555555555555,31.0,21.1404833836858,1,0,0,1,1,0
7.6,1,0,0,29.0,0.5,0.5,0.0,0.0,30.3,0.42944444444444446,43.55,17.697283311772313,1,0,0,1,0,0
10.5,1,0,1,32.5,0.5,0.5,6.76,0.0,40.56,0.38722222222222225,36.36,27.11621233859397,1,0,0,0,0,1
0.2,1,0,1,3.0,1.0,0.5,0.2,0.0,5.0,0.6563888888888889,30.38,0.30469741853575966,0,0,0,0,0,0
10.29,1,0,1,29.5,0.5,0.5,6.16,0.0,36.96,0.6088888888888889,56.46999999999999,16.89963503649635,0,0,0,1,1,1
11.38,1,0,1,49.0,1.0,0.5,7.62,0.0,58.42,0.9638888888888889,44.3,11.806340057636888,1,1,0,1,0,0
8.69,1,0,1,27.0,0.5,0.5,8.49,0.0,36.79,0.4286111111111111,30.96,20.274789371354505,0,0,0,0,1,0
14.5,1,0,1,42.0,0.0,0.5,12.14,5.76,60.7,0.01666666666666667,38.46,869.9999999999999,1,0,0,0,1,1
17.61,1,0,1,48.0,0.0,0.5,10.91,5.76,65.47,0.36333333333333334,40.56,48.46788990825688,1,1,1,1,0,0
16.3,1,0,1,43.5,0.0,0.5,8.85,0.0,53.15,0.5419444444444445,24.3,30.07688364941056,0,1,0,1,0,1
12.39,1,0,1,34.0,0.5,0.5,12.32,5.76,53.38,0.795,39.75,15.584905660377359,0,1,0,0,0,0
10.32,1,0,1,31.5,1.0,0.5,9.76,5.76,48.82,0.5019444444444444,46.56,20.56004427227449,1,0,0,0,0,0
7.0,1,0,1,27.0,0.0,0.5,5.55,0.0,33.35,0.3888888888888889,23.8,18.0,0,1,0,0,0,1
8.9,1,0,1,31.5,0.0,0.5,9.5,5.76,47.56,0.4622222222222222,33.8,19.254807692307693,0,1,0,1,0,1
7.07,1,0,1,24.0,0.5,0.5,5.06,0.0,30.36,0.4036111111111111,52.87,17.516861665519617,0,0,0,1,0,1
10.1,1,0,1,28.5,0.5,0.5,5.95,0.0,35.75,0.5238888888888888,46.27,19.278897136797454,1,0,0,0,0,0
5.2,1,0,1,22.0,0.5,0.5,4.65,0.0,27.95,1.021666666666667,35.8,5.089722675367046,1,0,0,0,1,1
14.4,1,0,1,53.0,1.0,0.5,12.1,5.76,72.66,0.56,43.56,25.71428571428571,1,1,0,1,0,0
7.58,1,0,0,21.5,0.5,0.5,0.0,0.0,22.8,0.495,42.96,15.313131313131313,1,0,0,1,0,1
6.4,1,0,1,23.5,0.0,0.5,4.85,0.0,29.15,0.3536111111111111,29.16,18.09897879025923,0,0,0,1,1,1
10.2,1,0,1,29.5,0.0,0.5,7.2,5.76,43.26,0.4222222222222222,52.8,24.157894736842103,1,1,1,1,0,1
9.1,1,0,1,28.0,0.0,0.5,5.76,0.0,34.56,0.4066666666666667,45.06999999999999,22.377049180327866,1,0,0,1,1,1
4.88,1,0,0,21.5,1.0,0.5,0.0,0.0,23.3,0.61,37.56,8.0,0,1,0,0,0,0
5.7,1,0,0,30.5,0.0,0.5,0.0,0.0,31.3,0.47555555555555556,36.06,11.985981308411215,0,1,0,0,0,1
5.67,1,0,1,23.5,0.0,0.5,2.43,0.0,26.73,1.2961111111111112,32.16,4.374624946420917,0,0,0,0,0,1
11.2,1,0,1,34.5,1.0,0.5,4.21,5.76,46.27,0.6458333333333334,32.76,17.341935483870966,1,1,1,0,0,0
9.84,1,0,1,40.0,0.0,0.5,6.98,5.76,53.54,0.5963888888888889,50.56,16.49930135072194,1,0,0,1,1,1
6.8,1,0,1,30.5,0.5,0.5,0.0,0.0,31.8,0.8211111111111111,45.67,8.28146143437077,0,0,0,1,0,1
7.79,1,0,1,29.5,0.5,0.5,4.2,0.0,35.0,0.38916666666666666,35.15,20.01713062098501,0,0,0,1,0,1
